id,title,sku,slug,hsnCode,gstRate,category,subcategory
prd_f4afb80c-1af9-46a6-aea1-beb718b88ce1,"jenix K155 WiFi Smart Finger , Password , RFID , Mobile app access control cum attendance  waterproof for gym hostel",JNX-000233,jenix-k155-wifi-smart-finger-password-rfid-mobile-app-access-control-cum-attendance-waterproof-for-gym-hostel,8531,18,Access Control,
prd_603336ab-b8b7-43ef-a63e-8b750c230dcb,Jenix K80 12V 3A Power Supply Control for Video Door Phone System & Video Intercom Input AC 110-240V Support NO/NC Electric Door Lock and Exit Button Video Doorbell Power Supply,JNX-000050,jenix-k80-12v-3a-power-supply-control-for-video-door-phone-system-and-video-intercom-input-ac-110-240v-support-nonc-electric-door-lock-and-exit-button-video-doorbell-power-supply,8531,18,Access Control,
prd_d276976c-2c5c-4fb7-8227-fec965e7138f,Jenix K80 12V 5A Power Supply Control for Video Door Phone System & Video Intercom Input AC 110-240V Support NO/NC Electric Door Lock and Exit Button Video Doorbell Power Supply  K80 5Amp,JNX-000316,jenix-k80-12v-5a-power-supply-control-for-video-door-phone-system-and-video-intercom-input-ac-110-240v-support-nonc-electric-door-lock-and-exit-button-video-doorbell-power-supply-k80-5amp,8531,18,Access Control,
prd_a072af62-4fcc-4018-b86f-24551a8beeb7,Jenix key lock switch On and Off with mouting hole size 11 mm diameter - Pack of 10 nos.  # 204,JNX-000333,jenix-key-lock-switch-on-and-off-with-mouting-hole-size-11-mm-diameter-pack-of-10-nos-204,8531,18,Access Control,
prd_58f0e685-146d-4a2c-8550-1a031fb4c609,Jenix L Bracket for 280Kg Electric Magnetic Lock 600LBS EM Lock Installation,JNX-000044,jenix-l-bracket-for-280kg-electric-magnetic-lock-600lbs-em-lock-installation,8531,18,Access Control,
prd_563d2d04-75bb-4077-bdf8-b90d8d13cefd,jenix mini u bracket for bolt lock,JNX-000093,jenix-mini-u-bracket-for-bolt-lock,8531,18,Access Control,
prd_6266df82-9e54-43dd-8a51-4a5b109af803,jenix Mini Wireless WiFi Camera Panoramic View Support 128GB Memory Card Spy Camera for School Bus Car Night Vision Hidden Camera JXFEYE1802,JNX-000058,jenix-mini-wireless-wifi-camera-panoramic-view-support-128gb-memory-card-spy-camera-for-school-bus-car-night-vision-hidden-camera-jxfeye1802,8529,18,Surveilliance,
prd_5cba595a-a208-480a-9679-b9dc419e9c27,Jenix Mobile App Operated Electronic Door Lock Smart Waterproof Power Supply to Open Electronic Lock by Mobile App Remote Exit Button VDP - AI RIM PS,JNX-000154,jenix-mobile-app-operated-electronic-door-lock-smart-waterproof-power-supply-to-open-electronic-lock-by-mobile-app-remote-exit-button-vdp-ai-rim-ps,8531,18,Access Control,
prd_3324e13c-6ad7-4b43-8ddf-0baa89505aa4,Jenix Mobile App Operated Electronic Door Lock Smart Waterproof Power Supply to Open EM lock / bolt lock electronic Lock by mobile app + remote + Exit Button + VDP - AI EM PS,JNX-000155,jenix-mobile-app-operated-electronic-door-lock-smart-waterproof-power-supply-to-open-em-lock-bolt-lock-electronic-lock-by-mobile-app-remote-exit-button-vdp-ai-em-ps,8531,18,Access Control,
prd_7776ea18-d7eb-4521-b664-b0b3e06d7acb,jenix mobile app remote control door lock wireless lock operated by mobile app suitable for  full glass or frame less glass door-  Full Glass-APP Lock Kit,JNX-000201,jenix-mobile-app-remote-control-door-lock-wireless-lock-operated-by-mobile-app-suitable-for-full-glass-or-frame-less-glass-door-full-glass-app-lock-kit,8531,18,Access Control,
prd_37437716-0ebc-45e1-a9fc-bdada4f8e241,"jenix mobile app remote control door lock wireless lock operated by mobile app suitable for  wooden frame, aluminium frame hidden lock -  hidden-bolt-APP Lock Kit",JNX-000202,jenix-mobile-app-remote-control-door-lock-wireless-lock-operated-by-mobile-app-suitable-for-wooden-frame-aluminium-frame-hidden-lock-hidden-bolt-app-lock-kit,8531,18,Access Control,
prd_506c7649-db13-422f-a53c-acfb468e1f63,"jenix mobile app remote control door lock wireless lock operated by mobile app suitable for  wooden frame, aluminium frame hidden lock -  bolt-APP Lock Kit",JNX-000203,jenix-mobile-app-remote-control-door-lock-wireless-lock-operated-by-mobile-app-suitable-for-wooden-frame-aluminium-frame-hidden-lock-bolt-app-lock-kit,8531,18,Access Control,
prd_2300eb5c-22e5-4ee4-af20-b4ab07cb6adf,jenix mobile app remote control door lock wireless lock operated by mobile app suitable for  wooden gate aluminium gate  -  EM lock-APP Lock Kit,JNX-000204,jenix-mobile-app-remote-control-door-lock-wireless-lock-operated-by-mobile-app-suitable-for-wooden-gate-aluminium-gate-em-lock-app-lock-kit,8531,18,Access Control,
prd_eda89533-c508-4ad7-82e9-832fb00ef1b8,jenix mobile app remote control door lock wireless lock operated by mobile app suitable for aluminum frame door wooden door - OSBL-APP kit,JNX-000200,jenix-mobile-app-remote-control-door-lock-wireless-lock-operated-by-mobile-app-suitable-for-aluminum-frame-door-wooden-door-osbl-app-kit,8531,18,Access Control,
prd_eced8606-50af-4a1b-a2fc-e4f38a9b41d4,jenix motorized door lock 12V electronic door lock for wooden & metal door lock with motorized technology  silent door lock K503,JNX-000135,jenix-motorized-door-lock-12v-electronic-door-lock-for-wooden-and-metal-door-lock-with-motorized-technology-silent-door-lock-k503,8531,18,Access Control,
prd_b053db61-207f-4912-a038-5a5eab5e5a21,Jenix New Outdoor Indoor Sturdy Home Security System 360 Degree Camera Mount Support Wall Bracket(100mm),JNX-000041,jenix-new-outdoor-indoor-sturdy-home-security-system-360-degree-camera-mount-support-wall-bracket100mm,8529,18,Surveilliance,
prd_dfe5ff70-8c27-47f0-901e-9549d1824408,"jenix open surface drop bolt lock  Safe Mode with Adjustable Time Delay, Electric Mortise Lock for Door Access Control JXOSBLTD",JNX-000134,jenix-open-surface-drop-bolt-lock-safe-mode-with-adjustable-time-delay-electric-mortise-lock-for-door-access-control-jxosbltd,8531,18,Access Control,
prd_128aacdc-be86-4043-980d-ed30eac0caea,Jenix PBX 432 Telephone Intercom System EPABX 4 Main/Trunk/FCT Device Line and 32 Landline Phone Subscriber Connection PBX432,JNX-000073,jenix-pbx-432-telephone-intercom-system-epabx-4-maintrunkfct-device-line-and-32-landline-phone-subscriber-connection-pbx432,8529,18,Intercom and PABX,
prd_a0200e33-fa08-41dd-a897-ca25667e4f06,"Jenix Personal Alarm 140DB Personal Security Alarm Keychain with LED Lights, Emergency Safety Alarm ( White) for Women, Men, Children, Elderly- Set of 2",JNX-000027,jenix-personal-alarm-140db-personal-security-alarm-keychain-with-led-lights-emergency-safety-alarm-white-for-women-men-children-elderly-set-of-2,8531,18,Security Alarm System,
prd_3ff97cc4-a32b-40b9-81e5-64fc8efbf8a4,"Jenix personal safety alarm 140DB personal security alarm Keychain with LED Lights, Emergency safety alarm for women, men, children, elderly- Set of 2",JNX-000028,jenix-personal-safety-alarm-140db-personal-security-alarm-keychain-with-led-lights-emergency-safety-alarm-for-women-men-children-elderly-set-of-2,8531,18,Security Alarm System,
prd_13465e77-5a1a-43b3-b36a-0e6a49703114,"Jenix Plastic Wired Mini DC 12V Horn Siren, Home Security Sound Alarm System, 120dB, Standard Size",JNX-000029,jenix-plastic-wired-mini-dc-12v-horn-siren-home-security-sound-alarm-system-120db-standard-size,8531,18,Security Alarm System,
prd_8147c467-5288-4bf5-be34-d4ec98793172,"Jenix POE Extender Inline Extender just to add Extra 120M to existing POE Line Suitable for IP Camera, POE AP, IP Phone, JXPOE1",JNX-000127,jenix-poe-extender-inline-extender-just-to-add-extra-120m-to-existing-poe-line-suitable-for-ip-camera-poe-ap-ip-phone-jxpoe1,8529,18,Cable and Connector,
prd_b4076acf-fea3-40fe-95bf-27dcca198277,"Jenix Pole Mount Bracket Stand Indoor Outdoor Universal Suitable for Any Brand CCTV Camera, Search Light , Street Light Stand",JNX-000122,jenix-pole-mount-bracket-stand-indoor-outdoor-universal-suitable-for-any-brand-cctv-camera-search-light-street-light-stand,8529,18,Surveilliance,
prd_fe2209f3-9370-48fd-b3f5-af83108ca894,"Jenix PVC Box for POE Switch/Desktop Switch/Server/Mini PC with Power Socket Ideal for 4/8 Channel CCTV System for Both Indoor and Outdoor Purpose, Size 11X9X4.5 Inch",JNX-000054,jenix-pvc-box-for-poe-switchdesktop-switchservermini-pc-with-power-socket-ideal-for-48-channel-cctv-system-for-both-indoor-and-outdoor-purpose-size-11x9x45-inch,8529,18,Surveilliance,
prd_15532d6d-7f1d-44f2-a036-e6ba8fe36dc4,"Jenix PVC Camera Mount Bracket, Anti-Rust Camera Bracket/Stand/Holder for Indoor/Outdoor Dome and Bullet Camera Mount (White)",JNX-000264,jenix-pvc-camera-mount-bracket-anti-rust-camera-bracketstandholder-for-indooroutdoor-dome-and-bullet-camera-mount-white,8529,18,Surveilliance,
prd_28529727-6fee-4be8-9481-519585a923f7,"Jenix PVC DVR/Server/Network Cabinet Box/Rack for CCTV DVR/NVR/POE Switch with Power Socket Ideal for 4/8 Channel CCTV System for Both Indoor and Outdoor Purpose, Size 13X11X4.5 Inch",JNX-000053,jenix-pvc-dvrservernetwork-cabinet-boxrack-for-cctv-dvrnvrpoe-switch-with-power-socket-ideal-for-48-channel-cctv-system-for-both-indoor-and-outdoor-purpose-size-13x11x45-inch,8529,18,Surveilliance,
prd_a84bb90e-cd5c-458a-bb32-4c9d1902c1d0,"Jenix Real Time GPS Tracker with Free Server Tracking APP Inbuilt Battery for Car, Bus, Truck, Rickshaw, Scooty with Engine On and Off by Mobile APP and Website Anti Theft Alarm JXT-SER",JNX-000079,jenix-real-time-gps-tracker-with-free-server-tracking-app-inbuilt-battery-for-car-bus-truck-rickshaw-scooty-with-engine-on-and-off-by-mobile-app-and-website-anti-theft-alarm-jxt-ser,8531,18,Security Alarm System,
prd_3a3271e5-742b-402b-a9a7-2ff9fecb4338,Jenix Remote Kit for Electronic Door Lock Open or Unlock by Remote 315Mhz,JNX-000011,jenix-remote-kit-for-electronic-door-lock-open-or-unlock-by-remote-315mhz,8531,18,Access Control,
prd_6096d824-c9a0-4361-9b1e-f3c4b6800a1c,Jenix Remote Kit for Electronic Door Lock Open or Unlock by Remote,JNX-000010,jenix-remote-kit-for-electronic-door-lock-open-or-unlock-by-remote,8531,18,Access Control,
prd_0f55cbd3-eb3f-4abc-94da-da8e2b5e6f6b,"Jenix Remote Mobile App Operated WiFi Electronic Door Lock can Open from Anywhere Using Mobile App, Remote | 3 Remote + Electric Door Lock with 6 Keys + Mobile App Power Supply I Home Security Lock",JNX-000014,jenix-remote-mobile-app-operated-wifi-electronic-door-lock-can-open-from-anywhere-using-mobile-app-remote-or-3-remote-electric-door-lock-with-6-keys-mobile-app-power-supply-i-home-security-lock,8531,18,Access Control,
prd_521b70b6-6284-4109-a600-74b1dc5176c9,Jenix Remote Operated Electronic Door Lock can Open lock by Remote | 3 Remote + Electric Door Lock with 6 Keys + Power Supply I Home Security Lock,JNX-000124,jenix-remote-operated-electronic-door-lock-can-open-lock-by-remote-or-3-remote-electric-door-lock-with-6-keys-power-supply-i-home-security-lock,8531,18,Access Control,
prd_63f460b5-cdd7-41e9-b539-4687c609bc10,jenix RFID card access based Electric motorised door lock with Keys  Outside  RFID motorized door  lock  one side key drum,JNX-000137,jenix-rfid-card-access-based-electric-motorised-door-lock-with-keys-outside-rfid-motorized-door-lock-one-side-key-drum,8531,18,Access Control,
prd_9fb35f3a-d05a-4bd4-9134-fcd90b08db15,jenix RFID card access based Electric motorised door lock with Keys both Inside and Outside  RFID motorized door  lock  double side key drum,JNX-000136,jenix-rfid-card-access-based-electric-motorised-door-lock-with-keys-both-inside-and-outside-rfid-motorized-door-lock-double-side-key-drum,8531,18,Access Control,
prd_b7ec64d5-51f7-4d27-9665-de2193b65dfe,jenix RFID door lock - remote control door lock 12V DC operated with 10 RFID card and 1 12V DC power adapter (S Lock 1R 10RC 1A)  K501 Remote,JNX-000169,jenix-rfid-door-lock-remote-control-door-lock-12v-dc-operated-with-10-rfid-card-and-1-12v-dc-power-adapter-s-lock-1r-10rc-1a-k501-remote,8531,18,Access Control,
prd_ac492bbb-fd98-48a0-b0ec-a254e3c8d599,jenix RFID door lock - remote control door lock 12V DC operated with 10 RFID tag and 1 12V DC power adapter double key drum ( D Lock 1R 10T 1A),JNX-000171,jenix-rfid-door-lock-remote-control-door-lock-12v-dc-operated-with-10-rfid-tag-and-1-12v-dc-power-adapter-double-key-drum-d-lock-1r-10t-1a,8531,18,Access Control,
prd_a613d15e-262b-48b0-a41e-7082b3c574d4,jenix RFID door lock - remote control door lock 12V DC operated with 10 RFID tag and 1 12V DC power adapter single side key drum (S Lock 12V 1R 10T 1A),JNX-000170,jenix-rfid-door-lock-remote-control-door-lock-12v-dc-operated-with-10-rfid-tag-and-1-12v-dc-power-adapter-single-side-key-drum-s-lock-12v-1r-10t-1a,8531,18,Access Control,
prd_b46a3aa0-e742-4055-8977-c69b884e5418,"Jenix RFID motorised  wireless wire free (cordless)  door lock , battery powered D type both side key drum - Tuya App",JNX-000181,jenix-rfid-motorised-wireless-wire-free-cordless-door-lock-battery-powered-d-type-both-side-key-drum-tuya-app,8531,18,Access Control,
prd_8162883f-f2c7-4429-bf39-dfe8d6fc431d,"Jenix RFID motorised  wireless wire free (cordless)  door lock , battery powered knob type one side key drum - Tuya App",JNX-000182,jenix-rfid-motorised-wireless-wire-free-cordless-door-lock-battery-powered-knob-type-one-side-key-drum-tuya-app,8531,18,Access Control,
prd_b131d8d0-36c2-42ca-ba44-963341140ff9,"Jenix RFID motorised wire free (cordless)  door lock , battery powered D type both side key drum",JNX-000165,jenix-rfid-motorised-wire-free-cordless-door-lock-battery-powered-d-type-both-side-key-drum,8531,18,Access Control,
prd_5ea90c9a-0675-4183-a26a-51f66e7e6fe9,Jenix RFID motorized lock s type one side key drum -one side manual open (SLock 12V DC + 5 RFID Card + 12V DC adaptor),JNX-000231,jenix-rfid-motorized-lock-s-type-one-side-key-drum-one-side-manual-open-slock-12v-dc-5-rfid-card-12v-dc-adaptor,8531,18,Access Control,
prd_8486511e-c94d-48b4-a79f-96113dd0860e,Jenix RFID motorized lock wireless (no need any wiring) battery powered s type one side key drum -one side manual open (SLock BP 5RC),JNX-000166,jenix-rfid-motorized-lock-wireless-no-need-any-wiring-battery-powered-s-type-one-side-key-drum-one-side-manual-open-slock-bp-5rc,8531,18,Access Control,
prd_7417ab79-93ac-4087-88de-c5bbcb873c9a,Jenix Security Camera Wall Mount Bracket (150mm) CCTV Camera Indoor/Outdoor Stand Monitoring ABS Bracket Adjustable Lifting Bracket,JNX-000040,jenix-security-camera-wall-mount-bracket-150mm-cctv-camera-indooroutdoor-stand-monitoring-abs-bracket-adjustable-lifting-bracket,8529,18,Surveilliance,
prd_4083d861-a1e5-4f66-b08c-40b05dd588bb,"Jenix Security Door Access Control Keypad, ID Keypad with 5 ID Key Fobs, Stand-Alone Keypad, Door Lock Keypad Controller, for Gate Opener, Entry Gate Keypad, Security Access Controller",JNX-000005,jenix-security-door-access-control-keypad-id-keypad-with-5-id-key-fobs-stand-alone-keypad-door-lock-keypad-controller-for-gate-opener-entry-gate-keypad-security-access-controller,8531,18,Access Control,
prd_ff9da772-68e8-4952-b696-1fef2592575d,Jenix Set of Electronic Door Lock Type-A Compatible with Wooden/Iron/Steel with The Set of 6 Computerized Key Gate with 2 Paired Remote Controller by NO/NC Kit Range Up to 100 mtrs,JNX-000020,jenix-set-of-electronic-door-lock-type-a-compatible-with-woodenironsteel-with-the-set-of-6-computerized-key-gate-with-2-paired-remote-controller-by-nonc-kit-range-up-to-100-mtrs,8531,18,Access Control,
prd_4a7e628e-4842-4f55-8d21-361aee9fdf51,Jenix Set of Electronic Door Lock Type-A Compatible with Wooden/Iron/Steel with The Set of 6 Computerized Key Gate with 2 Paired Remote Controller with Waterproof Power Supply,JNX-000022,jenix-set-of-electronic-door-lock-type-a-compatible-with-woodenironsteel-with-the-set-of-6-computerized-key-gate-with-2-paired-remote-controller-with-waterproof-power-supply,8531,18,Access Control,
prd_0d92ef95-8ec8-4a00-b616-892763889aff,Jenix Set of Toughened Glass Door Lock with 2 RF Remote Controller and Receiver with Range Up to 100 mtrs  FGL Remote,JNX-000016,jenix-set-of-toughened-glass-door-lock-with-2-rf-remote-controller-and-receiver-with-range-up-to-100-mtrs-fgl-remote,8531,18,Access Control,
prd_be1aa42f-fb95-4b62-89d4-f996d8e79106,"Jenix Shop Rolling Shutter Sensor Wired for Security Alarm System, node mcu, micro controller 2 wire NC type",JNX-000146,jenix-shop-rolling-shutter-sensor-wired-for-security-alarm-system-node-mcu-micro-controller-2-wire-nc-type,8531,18,Security Alarm System,
prd_cd4f7c2b-93eb-4f73-a86e-18c1e9cea6b8,Jenix Single Beam Infrared Radiation Alarm Sensor Set I Automatic Door Light Sensor Burglar Red Beam Alarm System I Door Window Sensor Alarm,JNX-000036,jenix-single-beam-infrared-radiation-alarm-sensor-set-i-automatic-door-light-sensor-burglar-red-beam-alarm-system-i-door-window-sensor-alarm,8531,18,Security Alarm System,
prd_a1d03f8d-9bbb-4b7b-9331-f976c35a82f6,Jenix Sliding Gate Motor up to 800Kg sliding door (track sperate),JNX-000219,jenix-sliding-gate-motor-up-to-800kg-sliding-door-track-sperate,8531,18,Access Control,
prd_6773ac5c-0c5d-45b6-b0f6-9f084e81dc43,"Jenix Sliding Gate Motor with 2 Remotes, 1 Pair of photocells , remote opern sliding gate motor control SL950K",JNX-000237,jenix-sliding-gate-motor-with-2-remotes-1-pair-of-photocells-remote-opern-sliding-gate-motor-control-sl950k,8531,18,Access Control,
prd_3bf6e3f7-0f99-4116-a1b0-47bb4f75fbfd,"Jenix Smart AI 12V DC Cabinet Lock for Drawer, Battery Swapping Cabinet, Vending Machine, Locker Control by Micro Controller Mode MCU 12V DC Operated",JNX-000009,jenix-smart-ai-12v-dc-cabinet-lock-for-drawer-battery-swapping-cabinet-vending-machine-locker-control-by-micro-controller-mode-mcu-12v-dc-operated,8531,18,Access Control,
prd_0f014efc-13c7-4752-9e38-94d57f60c1f6,Jenix Smart Biometric Fingerprint Digital Lock for Cabinet or Drawer I Electric Fingerprint Keyless Hidden File Drawer Wardrobe Wooden Furniture Cabinet Privacy Lock with 1 Year Warranty,JNX-000004,jenix-smart-biometric-fingerprint-digital-lock-for-cabinet-or-drawer-i-electric-fingerprint-keyless-hidden-file-drawer-wardrobe-wooden-furniture-cabinet-privacy-lock-with-1-year-warranty,8531,18,Access Control,
prd_b8fea603-b0f7-42e7-9d0f-1eac9c3505fa,"Jenix Smart Home Automation I Wi-Fi Smart IR Control Hub | Smart Air Conditioner Remote | Compatible with Alexa, Google Home | All in One Infrared Remote for Smart Home | Black",JNX-000065,jenix-smart-home-automation-i-wi-fi-smart-ir-control-hub-or-smart-air-conditioner-remote-or-compatible-with-alexa-google-home-or-all-in-one-infrared-remote-for-smart-home-or-black,8531,18,Smart Home Automation,
prd_acb46fe5-7551-42be-a668-4f3d2b7d4714,"Jenix Smart Home RF Remote Control Electric Lock Set Compatible with Cabinet, Drawer Wooden/Iron/Steel with Power Adapter and Wireless Remote Control Switch Range Up to 100 mtr",JNX-000021,jenix-smart-home-rf-remote-control-electric-lock-set-compatible-with-cabinet-drawer-woodenironsteel-with-power-adapter-and-wireless-remote-control-switch-range-up-to-100-mtr,8531,18,Access Control,
prd_0e909986-d3e3-4d3a-9c8d-e997a74cabff,Jenix Smart Scanner Rotating Bracket PTZ for CCTV IP Camera I Auto Electrical Rotating RS485 Connection Waterproof Outdoor Pan Tilt Installation Stand Holder for CCTV Camera,JNX-000063,jenix-smart-scanner-rotating-bracket-ptz-for-cctv-ip-camera-i-auto-electrical-rotating-rs485-connection-waterproof-outdoor-pan-tilt-installation-stand-holder-for-cctv-camera,8529,18,Surveilliance,
prd_b1ec9c71-068a-4e35-9d5c-331e8aef8fb3,"jenix Smart Sliding Glass Door Lock, Touch Keypad Keyless Electric Security Biometric Fingerprint Password Remote Control Swipe Lock Attendance Doorbell double glass door - sliding glass door J820",JNX-000194,jenix-smart-sliding-glass-door-lock-touch-keypad-keyless-electric-security-biometric-fingerprint-password-remote-control-swipe-lock-attendance-doorbell-double-glass-door-sliding-glass-door-j820,8531,18,Access Control,
prd_eed43b73-33e4-4b7e-9abb-9a9d43032a17,"jenix Smart WiFi Video Door phone Support Unlock, Monitoring, Dual-Way Intercom Video Door Phone  (Wired Both Way)",JNX-000116,jenix-smart-wifi-video-door-phone-support-unlock-monitoring-dual-way-intercom-video-door-phone-wired-both-way,8531,18,Access Control,
prd_b612e8ae-7b52-426d-8782-4e106d3a7385,"jenix Smart Wireless Glass Door Lock, Touch Keypad Keyless Electric Security Biometric Fingerprint Password  RFID card Swipe Lock  Doorbell Function for Home Office   JXFGL1",JNX-000197,jenix-smart-wireless-glass-door-lock-touch-keypad-keyless-electric-security-biometric-fingerprint-password-rfid-card-swipe-lock-doorbell-function-for-home-office-jxfgl1,8531,18,Access Control,
prd_a900ad68-eeb7-4bf2-837e-ca06c286c114,"jenix Smart Wireless Glass Door Lock with Remote, Touch Keypad Keyless Electric Security Biometric Fingerprint Password  RFID card Swipe Lock  Doorbell Function for Home Office   JXFGL1 - remote",JNX-000267,jenix-smart-wireless-glass-door-lock-with-remote-touch-keypad-keyless-electric-security-biometric-fingerprint-password-rfid-card-swipe-lock-doorbell-function-for-home-office-jxfgl1-remote,8531,18,Access Control,
prd_cd313018-0ebf-4414-b7c4-76ae283c761f,Jenix Spy Camera in WiFi Mobile Charger Mini Camera Inbuilt in Mobile Charger,JNX-000157,jenix-spy-camera-in-wifi-mobile-charger-mini-camera-inbuilt-in-mobile-charger,8529,18,Surveilliance,
prd_bbef647f-1be6-4fd2-9f27-58e2c4c12caa,Jenix Stainless Steel Square Switch Button Panel Door Exit Home Push Release for RFID Access Control System  ST103,JNX-000059,jenix-stainless-steel-square-switch-button-panel-door-exit-home-push-release-for-rfid-access-control-system-st103,8531,18,Access Control,
prd_433f8e76-aee0-4390-8327-4d7601ccf3b9,jenix surface mount emergency button NO NC type  to open door lock,JNX-000121,jenix-surface-mount-emergency-button-no-nc-type-to-open-door-lock,8531,18,Access Control,
prd_804d4c33-c50b-44be-bd63-8992f9c4cb1c,Jenix tuya smartlife app Based 433 Mhz Universal Wireless Remote Control Switch DC 12V WiFi 1CH Relay  and 1 Remote,JNX-000195,jenix-tuya-smartlife-app-based-433-mhz-universal-wireless-remote-control-switch-dc-12v-wifi-1ch-relay-and-1-remote,8529,18,Smart Home Automation,
prd_34ed598a-cbf0-4f8a-9a7c-e136c9595b66,Jenix Tuya Smartlife app wifi relay kit lock PCB 433 Mhz Universal Wireless Remote Control Switch  DC 12V Wifi 1CH Relay Receiver Module,JNX-000271,jenix-tuya-smartlife-app-wifi-relay-kit-lock-pcb-433-mhz-universal-wireless-remote-control-switch-dc-12v-wifi-1ch-relay-receiver-module,8531,18,Access Control,
prd_c44a2fcb-cd71-4de5-a306-8bac4d8504ee,"jenix tuya WiFi app Smart Sliding Glass Door Lock, Touch Keypad Keyless Electric Security Biometric Fingerprint Password Remote Control Swipe Lock Attendance Doorbell double glass door - sliding glass door J820 WiFi Tuya WiFi app",JNX-000282,jenix-tuya-wifi-app-smart-sliding-glass-door-lock-touch-keypad-keyless-electric-security-biometric-fingerprint-password-remote-control-swipe-lock-attendance-doorbell-double-glass-door-sliding-glass-door-j820-wifi-tuya-wifi-app,8531,18,Access Control,
prd_c2dabe51-1c54-4419-a959-54d3164db6cf,jenix Tuya WIFI GSM wireless House Burglar Alarm Home Security Alarm System siren smart life,JNX-000092,jenix-tuya-wifi-gsm-wireless-house-burglar-alarm-home-security-alarm-system-siren-smart-life,8529,18,Smart Home Automation,
prd_ba1d8c2a-9e36-4f8f-b845-4ee614fa3a87,Jenix U Bracket Bracket for 600LBS EM Lock(Silver) for Frame Less Glass Door,JNX-000045,jenix-u-bracket-bracket-for-600lbs-em-locksilver-for-frame-less-glass-door,8531,18,Access Control,
prd_8e9d7dae-9d72-46ad-a373-9a95c1e77806,"Jenix U Bracket for Bolt Lock Electric Lock,U Bracket for Frameless Glass Door Lock, Aluminum Glass Door Clamp for Electronic drop bolt lock biometric access control drop bolt lock , U70-OVAL",JNX-000038,jenix-u-bracket-for-bolt-lock-electric-locku-bracket-for-frameless-glass-door-lock-aluminum-glass-door-clamp-for-electronic-drop-bolt-lock-biometric-access-control-drop-bolt-lock-u70-oval,8531,18,Access Control,
prd_82bd7594-2d24-4565-8fc7-bc4a12dfff62,Jenix Universal CCTV Camera Mount Security Camera Adjustable Waterproof Outdoor Indoor Home Wall Ceiling Housing Mounting Bracket Surveillance Accessory,JNX-000046,jenix-universal-cctv-camera-mount-security-camera-adjustable-waterproof-outdoor-indoor-home-wall-ceiling-housing-mounting-bracket-surveillance-accessory,8529,18,Surveilliance,
prd_b1078325-503e-4363-8922-13816a8d25bb,"Jenix Universal Vertical Pole Mounting Bracket for Security Camera Housings CCTV Security Cameras Wall Mount Bracket PTZ Camera Pole Stand for Big Size PTZ,with 3 Loops",JNX-000062,jenix-universal-vertical-pole-mounting-bracket-for-security-camera-housings-cctv-security-cameras-wall-mount-bracket-ptz-camera-pole-stand-for-big-size-ptzwith-3-loops,8529,18,Surveilliance,
prd_daf69959-5a3c-4910-be42-c24fab75df13,Jenix VGA Cable  1.5 Meter,JNX-000096,jenix-vga-cable-15-meter,8529,18,Cable and Connector,
prd_b4d80178-ff1b-4b87-8edd-d08347479ff9,Jenix VGA Cable  10 meter,JNX-000097,jenix-vga-cable-10-meter,8529,18,Cable and Connector,
prd_7358d76f-80c9-43ff-92ad-66e65dff3d8c,Jenix VGA Cable 20 meter,JNX-000098,jenix-vga-cable-20-meter,8529,18,Cable and Connector,
prd_3d697eb1-afa4-4d0d-9b67-32918f46d662,Jenix VGA Cable 3 meter,JNX-000094,jenix-vga-cable-3-meter,8529,18,Cable and Connector,
prd_87342e25-70d3-477c-96c9-4179ee1870e1,Jenix VGA Cable 5 meter,JNX-000095,jenix-vga-cable-5-meter,8529,18,Cable and Connector,
prd_59652432-493d-44cb-b7aa-2dee9ef61415,"Jenix Waterproof 4G LTE Wi-Fi Router, Support All sim Cards, High Speed, No Configuration Required, Up to 32 Devices Connectivity, Support DVR, NVR, WiFi Camera",JNX-000048,jenix-waterproof-4g-lte-wi-fi-router-support-all-sim-cards-high-speed-no-configuration-required-up-to-32-devices-connectivity-support-dvr-nvr-wifi-camera,8529,18,4G Router,
prd_daf166b6-04dc-49b7-addc-9a5addf9b858,"jenix waterproof outdoor PVC pole mount rack 11x9x4.5 inch for media converter , poe switch , battery ,  charger , adaptor  11x9x4.5 PM",JNX-000205,jenix-waterproof-outdoor-pvc-pole-mount-rack-11x9x45-inch-for-media-converter-poe-switch-battery-charger-adaptor-11x9x45-pm,8529,18,Surveilliance,
prd_f4b792d8-ceac-453c-b99f-7e15711fa523,"jenix waterproof smart access control kit  including lock and other item lock open by mobile app, remote, password, RFID card",JNX-000223,jenix-waterproof-smart-access-control-kit-including-lock-and-other-item-lock-open-by-mobile-app-remote-password-rfid-card,8531,18,Access Control,
prd_65c23fcd-d577-4139-995d-e9d387d76fca,"jenix waterproof smart access control kit  including lock and other item lock open by mobile app, remote, password, RFID card and finger",JNX-000224,jenix-waterproof-smart-access-control-kit-including-lock-and-other-item-lock-open-by-mobile-app-remote-password-rfid-card-and-finger,8531,18,Access Control,
prd_a07589c5-049c-4caf-9f0b-b816b2df0d7b,jenix waterproof smart WiFi Tuya RFID password stand alone access control pad - K130,JNX-000232,jenix-waterproof-smart-wifi-tuya-rfid-password-stand-alone-access-control-pad-k130,8529,18,Smart Home Automation,
